Temperature,Humidity,Rainfall,Soil_Type,Soil_pH,Nitrogen,Phosphorus,Potassium,Crop_Type,Land_Area,Recommended_Crop,Recommended_Fertilizer,Recommended_N,Recommended_P,Recommended_K,Overuse_Label
36.52,60.57,400.0,Loamy,7.19,143.1,71.5,122.6,Sugarcane,35.07,Sugarcane,Urea,250,60,120,Normal
23.24,84.59,233.05,Clay,7.78,74.0,39.0,38.0,Rice,2.2,Rice,Urea,80,40,40,Normal
25.0,62.18,600.0,Loamy,6.5,145.0,70.0,55.0,Maize,25.52,Maize,SSP,120,60,40,Slight_Overuse
26.12,57.47,143.08,Clay,5.82,90.5,30.1,31.6,Coffee,27.88,Coffee,DAP,60,30,60,Slight_Overuse
20.0,60.0,700.0,Loamy,6.5,125.0,80.0,95.0,Sugarcane,1.49,Sugarcane,Urea,250,60,120,Slight_Overuse
29.51,85.92,226.01,Loamy,8.4,68.0,8.0,193.0,Wheat,17.75,Wheat,DAP,120,60,40,Slight_Overuse
19.02,44.02,130.24,Sandy,4.85,5.8,61.6,26.1,Pigeonpeas,41.17,Pigeonpeas,DAP,20,60,40,Normal
28.89,96.85,146.95,Sandy,5.65,8.6,23.2,22.4,Coconut,14.61,Coconut,MOP,100,40,200,Normal
27.54,89.93,45.49,Loamy,6.62,2.0,38.0,18.0,Mungbean,29.35,Mungbean,DAP,25,50,30,Normal
29.87,91.88,194.61,Sandy,5.91,15.1,27.6,30.8,Coconut,11.38,Coconut,MOP,100,40,200,Normal
28.43,62.75,400.0,Loamy,5.82,125.9,77.3,151.7,Sugarcane,38.39,Sugarcane,MOP,250,60,120,High_Overuse
22.4,91.37,109.69,Sandy,5.88,0.7,16.7,33.8,Pomegranate,32.19,Pomegranate,13:32:26 NPK,50,50,100,Normal
25.0,62.18,600.0,Loamy,6.0,40.0,40.0,20.0,Tur,30.57,Tur,Urea,20,50,30,Slight_Overuse
22.89,75.25,400.0,Loamy,8.11,104.2,72.0,74.2,Cotton,49.73,Cotton,DAP,120,60,60,Normal
26.42,83.7,95.12,Loamy,5.92,116.0,81.0,55.0,Banana,16.38,Banana,20-20,200,60,200,Slight_Overuse
30.0,62.18,700.0,Loamy,7.0,25.0,30.0,30.0,Jowar,18.56,Jowar,10:26:26 NPK,80,40,40,Normal
23.67,90.49,104.23,Loamy,5.71,0.0,133.0,200.0,Apple,16.18,Apple,MOP,60,40,60,High_Overuse
30.0,80.19,1400.0,Loamy,7.0,80.0,40.0,50.0,Rice,41.74,Rice,Urea,80,40,40,Normal
22.93,74.82,400.0,Loamy,7.48,135.6,52.8,64.8,Cotton,12.92,Cotton,DAP,120,60,60,Normal
29.75,63.93,172.55,Sandy,6.74,19.5,24.2,0.0,Barley,51.67,Barley,28-28,60,40,20,Normal
16.14,81.69,65.17,Sandy,5.26,18.3,125.2,205.0,Grapes,5.88,Grapes,MOP,60,60,80,High_Overuse
20.25,58.58,47.76,Loamy,6.69,23.4,59.0,14.3,Lentil,29.14,Lentil,DAP,20,60,40,Normal
26.07,96.7,143.53,Sandy,5.98,40.0,5.0,32.0,Coconut,22.42,Coconut,MOP,100,40,200,Normal
33.49,52.66,249.51,Clay,4.88,115.5,90.9,33.5,Rice,45.7,Rice,Urea,80,40,40,High_Overuse
30.0,80.19,1100.0,Loamy,6.5,105.0,55.0,40.0,Rice,4.48,Rice,Urea,80,40,40,High_Overuse
31.33,50.22,89.78,Loamy,5.42,33.0,31.0,34.0,Mango,33.09,Mango,MOP,50,50,80,Normal
25.0,76.04,1000.0,Loamy,7.5,115.0,20.0,50.0,Cotton,41.81,Cotton,12:32:16 NPK,120,60,60,Normal
20.35,22.34,119.42,Clay,6.06,0.0,68.3,25.1,Kidneybeans,44.81,Kidneybeans,DAP,25,60,30,Normal
18.88,92.04,114.67,Sandy,7.81,7.0,16.0,9.0,Orange,38.75,Orange,MOP,60,40,60,Normal
33.3,74.32,400.0,Loamy,7.44,102.6,62.7,72.3,Cotton,18.67,Cotton,Magnesium Sulphate,120,60,60,Normal
37.95,79.27,400.0,Loamy,7.3,103.9,59.1,50.3,Rice,40.52,Rice,Urea,80,40,40,High_Overuse
15.0,58.93,800.0,Loamy,7.0,120.0,40.0,50.0,Wheat,8.45,Wheat,19:19:19 NPK,120,60,40,Normal
25.65,76.36,400.0,Loamy,7.63,126.1,59.7,65.8,Cotton,47.35,Cotton,Magnesium Sulphate,120,60,60,Normal
28.78,86.69,56.12,Loamy,6.98,23.0,45.0,23.0,Mungbean,4.22,Mungbean,DAP,25,50,30,Normal
26.99,74.8,44.06,Sandy,7.98,110.8,36.3,17.6,Cotton,46.95,Cotton,14-35-14,120,60,60,Normal
30.0,76.04,900.0,Loamy,6.0,130.0,50.0,70.0,Cotton,19.23,Cotton,DAP,120,60,60,Normal
20.0,60.0,700.0,Loamy,6.5,145.0,70.0,100.0,Sugarcane,45.78,Sugarcane,MOP,250,60,120,Normal
30.0,60.0,1200.0,Loamy,7.5,95.0,60.0,110.0,Sugarcane,15.91,Sugarcane,Urea,250,60,120,Normal
35.0,62.18,900.0,Loamy,7.0,30.0,40.0,25.0,Urad,42.65,Urad,DAP,20,50,30,Slight_Overuse
35.0,60.0,1000.0,Loamy,7.0,140.0,70.0,145.0,Sugarcane,35.95,Sugarcane,Urea,250,60,120,Normal
26.06,60.68,400.0,Loamy,6.54,113.7,45.4,45.1,Wheat,19.35,Wheat,19:19:19 NPK,120,60,40,Normal
25.33,63.18,32.71,Sandy,9.11,35.0,38.0,19.0,Mothbeans,13.48,Mothbeans,DAP,20,40,20,Slight_Overuse
26.44,90.55,52.14,Loamy,7.04,46.6,51.8,20.7,Mungbean,10.8,Mungbean,DAP,25,50,30,Slight_Overuse
25.0,62.18,600.0,Loamy,7.0,120.0,75.0,40.0,Maize,44.26,Maize,Urea,120,60,40,Normal
24.25,62.97,400.0,Loamy,5.8,46.5,21.5,19.8,Groundnut,22.98,Groundnut,Chilated Micronutrient,25,50,75,Slight_Overuse
21.13,65.1,400.0,Loamy,6.0,135.6,68.7,56.9,Maize,18.68,Maize,MOP,120,60,40,Slight_Overuse
27.08,97.0,171.76,Sandy,5.95,34.0,6.0,30.0,Coconut,14.63,Coconut,MOP,100,40,200,Normal
36.84,55.49,184.56,Loamy,8.81,57.0,64.0,1.0,Sugarcane,14.43,Sugarcane,20-20,250,60,120,Normal
35.0,76.04,1000.0,Loamy,7.5,120.0,75.0,65.0,Cotton,17.94,Cotton,DAP,120,60,60,Normal
29.72,56.2,400.0,Loamy,6.55,133.1,60.8,139.1,Sugarcane,14.48,Sugarcane,Urea,250,60,120,Normal
17.96,62.72,290.18,Loamy,5.73,46.7,24.2,14.0,Tur,10.19,Tur,Urea,20,50,30,Slight_Overuse
30.69,63.42,400.0,Loamy,6.52,150.2,71.6,139.2,Sugarcane,25.41,Sugarcane,DAP,250,60,120,Normal
17.5,15.48,72.94,Sandy,7.78,29.0,77.0,75.0,Chickpea,4.46,Chickpea,DAP,20,60,40,High_Overuse
14.45,63.17,400.0,Loamy,6.16,98.5,41.0,58.8,Wheat,27.8,Wheat,Urea,120,60,40,Slight_Overuse
27.83,88.73,56.69,Loamy,6.32,23.0,59.0,25.0,Mungbean,16.43,Mungbean,DAP,25,50,30,Normal
21.63,21.18,134.36,Clay,5.89,25.0,60.0,22.0,Kidneybeans,45.92,Kidneybeans,DAP,25,60,30,Normal
30.0,80.19,1400.0,Loamy,7.0,80.0,50.0,45.0,Rice,6.91,Rice,Urea,80,40,40,Normal
28.09,44.93,197.11,Sandy,4.9,35.0,80.0,25.0,Pigeonpeas,35.97,Pigeonpeas,DAP,20,60,40,High_Overuse
27.34,69.61,281.73,Sandy,5.06,135.0,12.0,45.0,Cotton,7.0,Cotton,14-35-14,120,60,60,Normal
25.67,60.17,400.0,Loamy,6.51,131.4,66.1,92.0,Sugarcane,0.5,Sugarcane,DAP,250,60,120,Normal
31.33,52.35,45.72,Sandy,4.7,12.7,44.3,16.9,Mothbeans,14.45,Mothbeans,DAP,20,40,20,Normal
36.43,70.64,141.7,Loamy,8.84,129.0,97.0,160.0,Soybean,25.72,Soybean,DAP,20,60,40,High_Overuse
27.1,82.63,166.9,Loamy,6.09,58.0,51.3,41.4,Jute,1.49,Jute,Urea,60,30,30,High_Overuse
26.62,99.64,208.92,Sandy,6.31,12.4,9.8,38.6,Coconut,29.24,Coconut,MOP,100,40,200,Normal
30.0,76.04,900.0,Loamy,6.5,140.0,45.0,55.0,Cotton,27.25,Cotton,DAP,120,60,60,Normal
23.35,63.78,400.0,Loamy,7.02,85.0,57.6,43.0,Jowar,34.16,Jowar,10:26:26 NPK,80,40,40,Slight_Overuse
28.05,90.46,77.56,Sandy,6.2,77.5,65.4,143.7,Cotton,23.29,Cotton,14-35-14,120,60,60,Slight_Overuse
29.96,55.67,54.93,Sandy,4.63,15.7,44.7,14.8,Mothbeans,10.74,Mothbeans,DAP,20,40,20,Normal
27.1,93.7,150.95,Sandy,5.55,39.0,5.0,31.0,Coconut,22.12,Coconut,MOP,100,40,200,Normal
24.56,58.38,400.0,Loamy,7.16,103.8,48.0,52.9,Wheat,44.26,Wheat,Urea,120,60,40,Slight_Overuse
33.21,36.25,292.1,Loamy,7.12,98.3,94.9,59.0,Soybean,43.82,Soybean,DAP,20,60,40,High_Overuse
28.76,61.03,73.38,Clay,6.6,41.0,74.0,18.0,Blackgram,27.49,Blackgram,DAP,20,50,30,High_Overuse
29.59,61.28,400.0,Loamy,6.05,139.4,82.9,149.8,Sugarcane,39.61,Sugarcane,MOP,250,60,120,Slight_Overuse
23.42,70.21,95.88,Loamy,5.93,92.0,50.0,24.1,Maize,48.03,Maize,17-17-17,120,60,40,Normal
30.09,77.29,167.98,Loamy,6.47,54.0,113.0,20.0,Barley,43.53,Barley,Urea,60,40,20,Slight_Overuse
23.45,46.49,150.87,Sandy,7.11,27.0,71.0,23.0,Pigeonpeas,4.57,Pigeonpeas,DAP,20,60,40,Slight_Overuse
27.33,69.09,61.19,Clay,6.73,20.0,60.0,25.0,Blackgram,16.43,Blackgram,DAP,20,50,30,Normal
23.99,82.09,167.06,Loamy,6.1,89.0,58.0,35.0,Jute,3.76,Jute,Urea,60,30,30,High_Overuse
29.94,81.78,65.52,Sandy,5.9,4.0,136.0,204.0,Grapes,16.53,Grapes,MOP,60,60,80,High_Overuse
28.93,76.9,400.0,Loamy,5.96,107.1,25.1,53.9,Cotton,42.92,Cotton,12:32:16 NPK,120,60,60,Normal
27.51,50.67,144.0,Clay,6.98,104.0,35.0,28.0,Coffee,44.7,Coffee,DAP,60,30,60,Slight_Overuse
37.83,49.74,298.86,Loamy,7.19,24.0,83.0,129.0,Barley,21.26,Barley,Urea,60,40,20,High_Overuse
25.0,80.19,1300.0,Loamy,7.5,85.0,40.0,55.0,Rice,26.31,Rice,50:26:26 NPK,80,40,40,Slight_Overuse
19.01,88.84,108.68,Sandy,6.9,15.0,6.0,41.0,Pomegranate,8.08,Pomegranate,13:32:26 NPK,50,50,100,Normal
33.18,38.23,198.83,Sandy,5.86,38.0,55.0,19.0,Pigeonpeas,13.63,Pigeonpeas,DAP,20,60,40,Slight_Overuse
25.0,50.0,800.0,Sandy,7.0,9.0,10.0,0.0,Cotton,24.12,Cotton,20-20,120,60,60,Normal
25.0,62.18,800.0,Loamy,7.0,80.0,50.0,50.0,Jowar,17.66,Jowar,10:26:26 NPK,80,40,40,Normal
27.52,54.98,96.48,Loamy,5.11,18.6,17.2,32.8,Mango,27.24,Mango,MOP,50,50,80,Normal
26.31,61.19,35.73,Sandy,6.29,38.0,38.0,18.0,Mothbeans,23.85,Mothbeans,DAP,20,40,20,Slight_Overuse
29.84,56.82,400.0,Sandy,6.32,14.9,13.1,17.8,Tobacco,15.55,Tobacco,10-26-26,80,60,120,Normal
25.0,76.04,600.0,Loamy,8.5,120.0,75.0,70.0,Cotton,32.02,Cotton,DAP,120,60,60,Normal
16.67,24.09,148.11,Clay,5.83,17.4,80.0,23.5,Kidneybeans,22.5,Kidneybeans,DAP,25,60,30,Slight_Overuse
35.15,62.3,400.0,Loamy,7.12,19.6,19.0,12.2,Moong,15.74,Moong,MOP,20,50,30,Normal
30.0,62.18,500.0,Loamy,7.0,70.0,35.0,25.0,Urad,43.15,Urad,Urea,20,50,30,Slight_Overuse
25.0,58.93,700.0,Loamy,6.0,120.0,60.0,60.0,Wheat,43.96,Wheat,19:19:19 NPK,120,60,40,Slight_Overuse
18.05,62.89,84.24,Loamy,6.29,74.0,55.0,19.0,Maize,30.09,Maize,17-17-17,120,60,40,Normal
18.42,23.43,132.98,Clay,5.69,17.0,59.0,17.0,Kidneybeans,42.12,Kidneybeans,DAP,25,60,30,Normal
24.76,72.7,400.0,Loamy,7.06,115.2,64.8,41.1,Cotton,44.0,Cotton,12:32:16 NPK,120,60,60,Normal
19.49,17.17,87.51,Sandy,6.47,22.0,64.0,82.0,Chickpea,12.34,Chickpea,DAP,20,60,40,Slight_Overuse
30.0,81.62,800.0,Loamy,6.5,80.0,40.0,125.0,Grapes,28.39,Grapes,10:10:10 NPK,60,60,80,High_Overuse
32.0,62.0,500.0,Sandy,6.5,22.0,24.0,0.0,Tobacco,44.93,Tobacco,28-28,80,60,120,Normal
32.01,79.76,400.0,Loamy,6.37,33.2,23.8,33.7,Rice,30.76,Rice,50:26:26 NPK,80,40,40,Normal
17.35,25.84,53.73,Clay,5.78,31.3,67.8,24.7,Kidneybeans,36.19,Kidneybeans,DAP,25,60,30,Slight_Overuse
20.0,81.62,800.0,Loamy,7.5,80.0,55.0,135.0,Grapes,20.08,Grapes,Ferrous Sulphate,60,60,80,High_Overuse
16.98,58.13,400.0,Loamy,7.55,72.9,35.5,53.1,Wheat,23.97,Wheat,19:19:19 NPK,120,60,40,Slight_Overuse
35.0,62.18,800.0,Loamy,7.0,20.0,20.0,10.0,Moong,37.08,Moong,SSP,20,50,30,Normal
30.0,62.18,700.0,Loamy,6.5,20.0,15.0,10.0,Moong,48.5,Moong,MOP,20,50,30,Normal
18.95,82.29,400.0,Loamy,6.77,82.2,45.9,130.7,Grapes,1.44,Grapes,10:10:10 NPK,60,60,80,High_Overuse
24.31,87.47,48.11,Sandy,6.07,82.0,25.0,51.0,Watermelon,35.21,Watermelon,14-35-14,80,40,80,Normal
21.41,83.33,287.58,Clay,5.94,60.0,55.0,45.0,Rice,15.02,Rice,Urea,80,40,40,Slight_Overuse
20.0,58.93,600.0,Loamy,6.5,65.0,55.0,40.0,Wheat,49.63,Wheat,19:19:19 NPK,120,60,40,Normal
24.9,60.53,400.0,Loamy,6.91,48.8,31.8,21.9,Jowar,4.0,Jowar,SSP,80,40,40,Normal
24.13,84.84,51.19,Sandy,6.65,99.0,5.0,47.0,Watermelon,40.29,Watermelon,14-35-14,80,40,80,Normal
21.55,20.04,75.9,Sandy,7.96,49.5,59.3,82.1,Chickpea,14.34,Chickpea,DAP,20,60,40,High_Overuse
21.32,66.44,45.43,Loamy,7.32,2.0,78.0,23.0,Lentil,17.12,Lentil,DAP,20,60,40,Slight_Overuse
22.37,59.23,400.0,Loamy,5.99,126.2,61.5,136.1,Sugarcane,20.13,Sugarcane,Urea,250,60,120,Normal
31.2,95.51,110.94,Sandy,7.48,0.0,14.5,7.7,Orange,46.5,Orange,MOP,60,40,60,Normal
25.0,62.18,600.0,Loamy,6.0,125.0,80.0,60.0,Maize,27.52,Maize,Urea,120,60,40,High_Overuse
23.39,22.01,151.62,Loamy,5.81,50.0,46.0,184.0,Barley,27.7,Barley,Urea,60,40,20,Slight_Overuse
32.4,59.1,291.53,Loamy,4.59,114.7,46.6,7.1,Wheat,46.39,Wheat,DAP,120,60,40,Normal
28.81,59.74,66.51,Loamy,6.77,2.0,16.0,168.0,Barley,24.69,Barley,Urea,60,40,20,Slight_Overuse
25.21,78.49,184.08,Loamy,6.78,60.8,36.9,35.0,Jute,9.87,Jute,Urea,60,30,30,Normal
25.11,21.34,211.48,Loamy,8.89,68.0,78.0,10.0,Barley,41.02,Barley,Urea,60,40,20,Slight_Overuse
25.78,75.11,400.0,Loamy,6.38,97.6,38.0,67.4,Cotton,12.9,Cotton,13:32:26 NPK,120,60,60,Normal
25.0,58.93,1000.0,Loamy,6.5,105.0,60.0,45.0,Wheat,10.17,Wheat,Urea,120,60,40,Normal
35.7,61.52,400.0,Loamy,5.82,64.6,42.5,21.7,Tur,37.24,Tur,Urea,20,50,30,Slight_Overuse
23.41,93.13,105.22,Sandy,6.75,29.0,21.0,45.0,Pomegranate,49.93,Pomegranate,13:32:26 NPK,50,50,100,Normal
23.93,57.45,400.0,Loamy,7.82,109.6,40.6,50.1,Wheat,52.87,Wheat,Urea,120,60,40,Slight_Overuse
23.63,89.73,107.68,Sandy,6.15,29.0,22.0,40.0,Pomegranate,21.79,Pomegranate,13:32:26 NPK,50,50,100,Normal
29.52,60.22,400.0,Loamy,6.53,29.2,45.1,28.2,Groundnut,28.13,Groundnut,Chilated Micronutrient,25,50,75,Normal
21.13,91.96,122.54,Loamy,5.81,33.0,143.0,204.0,Apple,14.25,Apple,MOP,60,40,60,High_Overuse
23.48,59.48,35.61,Sandy,8.77,0.0,33.2,24.1,Mothbeans,46.25,Mothbeans,DAP,20,40,20,Normal
25.41,82.36,112.98,Loamy,6.18,117.0,79.0,49.0,Banana,43.61,Banana,20-20,200,60,200,Slight_Overuse
15.62,58.75,400.0,Loamy,5.92,87.4,58.1,65.6,Wheat,17.67,Wheat,19:19:19 NPK,120,60,40,Slight_Overuse
35.23,83.05,181.07,Loamy,5.85,130.1,22.3,158.1,Wheat,0.5,Wheat,DAP,120,60,40,Slight_Overuse
34.79,93.35,119.42,Sandy,7.42,13.5,15.1,18.1,Orange,36.75,Orange,MOP,60,40,60,Normal
25.0,60.0,1500.0,Loamy,7.5,120.0,70.0,135.0,Sugarcane,31.94,Sugarcane,MOP,250,60,120,Normal
25.0,62.18,700.0,Loamy,6.0,20.0,60.0,40.0,Groundnut,8.84,Groundnut,Chilated Micronutrient,25,50,75,Normal
31.13,64.37,400.0,Loamy,7.02,117.9,80.7,57.8,Maize,20.02,Maize,SSP,120,60,40,High_Overuse
30.0,62.18,500.0,Loamy,7.0,50.0,30.0,25.0,Jowar,26.05,Jowar,Urea,80,40,40,Normal
23.01,18.87,100.12,Clay,5.67,22.0,80.0,20.0,Kidneybeans,1.35,Kidneybeans,DAP,25,60,30,Slight_Overuse
25.0,58.93,700.0,Loamy,6.0,80.0,55.0,60.0,Wheat,22.17,Wheat,Urea,120,60,40,Slight_Overuse
18.87,15.66,88.51,Sandy,6.39,22.0,72.0,85.0,Chickpea,8.16,Chickpea,DAP,20,60,40,Slight_Overuse
34.34,60.91,400.0,Loamy,6.16,135.3,69.4,136.8,Sugarcane,42.37,Sugarcane,Urea,250,60,120,Normal
25.0,58.93,1000.0,Loamy,7.5,110.0,45.0,55.0,Wheat,21.32,Wheat,Urea,120,60,40,Slight_Overuse
27.39,78.65,269.32,Loamy,4.4,93.5,56.9,86.5,Maize,16.1,Maize,17-17-17,120,60,40,Slight_Overuse
26.5,62.25,400.0,Loamy,6.42,135.1,67.8,82.5,Sugarcane,8.71,Sugarcane,Urea,250,60,120,Normal
25.87,74.66,185.94,Loamy,6.97,83.7,60.3,45.2,Jute,4.93,Jute,Urea,60,30,30,High_Overuse
29.57,88.08,45.04,Loamy,7.2,20.0,40.0,15.0,Mungbean,2.61,Mungbean,DAP,25,50,30,Normal
35.84,61.77,400.0,Loamy,7.77,115.3,72.5,75.9,Sugarcane,43.48,Sugarcane,MOP,250,60,120,Normal
43.04,94.64,41.59,Sandy,6.72,63.0,58.0,50.0,Papaya,47.26,Papaya,20-20,120,60,120,Normal
28.95,73.31,400.0,Loamy,8.43,112.9,79.7,69.6,Cotton,1.79,Cotton,12:32:16 NPK,120,60,60,Slight_Overuse
33.69,58.3,400.0,Loamy,5.77,127.6,62.4,137.9,Sugarcane,20.38,Sugarcane,MOP,250,60,120,Normal
21.2,90.81,103.68,Loamy,5.67,35.0,138.0,200.0,Apple,31.69,Apple,MOP,60,40,60,High_Overuse
30.0,62.18,900.0,Loamy,6.0,60.0,50.0,65.0,Ginger,42.97,Ginger,Ammonium Sulphate,75,50,100,Normal
35.0,60.0,1000.0,Loamy,6.0,125.0,75.0,135.0,Sugarcane,49.89,Sugarcane,Urea,250,60,120,Normal
19.74,59.66,65.51,Loamy,6.38,83.0,58.0,23.0,Maize,13.6,Maize,17-17-17,120,60,40,Normal
15.0,58.93,800.0,Loamy,7.5,60.0,60.0,50.0,Wheat,43.63,Wheat,Urea,120,60,40,Normal
28.05,94.82,21.85,Sandy,6.33,120.0,25.0,50.0,Muskmelon,19.77,Muskmelon,14-35-14,80,40,80,Slight_Overuse
30.0,57.47,300.0,Loamy,7.0,55.0,40.0,30.0,Soybean,6.8,Soybean,Urea,20,60,40,Slight_Overuse
35.0,60.0,1000.0,Loamy,6.0,130.0,75.0,135.0,Sugarcane,34.16,Sugarcane,Urea,250,60,120,Normal
25.7,86.62,72.7,Sandy,6.96,131.0,41.2,18.2,Cotton,34.51,Cotton,14-35-14,120,60,60,Normal
24.89,77.01,196.47,Loamy,7.21,89.0,52.0,45.0,Jute,7.39,Jute,Urea,60,30,30,High_Overuse
35.67,89.35,72.14,Clay,6.96,125.0,81.0,165.0,Rice,19.23,Rice,Urea,80,40,40,High_Overuse
25.45,65.06,45.67,Loamy,7.62,38.2,56.1,19.3,Lentil,25.95,Lentil,DAP,20,60,40,Slight_Overuse
16.71,19.18,96.77,Clay,5.64,24.0,80.0,22.0,Kidneybeans,27.6,Kidneybeans,DAP,25,60,30,Slight_Overuse
27.26,91.71,101.14,Sandy,6.97,19.0,7.0,9.0,Orange,22.62,Orange,MOP,60,40,60,Normal
20.0,60.0,1400.0,Loamy,7.0,125.0,80.0,140.0,Sugarcane,20.63,Sugarcane,MOP,250,60,120,Slight_Overuse
29.15,61.36,400.0,Loamy,7.47,68.1,45.4,53.6,Wheat,19.86,Wheat,19:19:19 NPK,120,60,40,Slight_Overuse
30.64,61.5,400.0,Loamy,6.67,39.0,54.0,28.5,Tur,37.3,Tur,SSP,20,50,30,Slight_Overuse
26.4,81.06,223.37,Clay,6.35,61.0,53.0,43.0,Rice,34.13,Rice,Urea,80,40,40,Slight_Overuse
25.16,55.25,40.9,Sandy,9.25,28.0,48.0,15.0,Mothbeans,42.77,Mothbeans,DAP,20,40,20,Slight_Overuse
20.12,24.45,106.16,Clay,5.78,9.0,77.0,17.0,Kidneybeans,39.12,Kidneybeans,DAP,25,60,30,Slight_Overuse
23.01,91.07,208.34,Sandy,6.6,39.0,64.0,53.0,Papaya,30.6,Papaya,20-20,120,60,120,Normal
25.0,62.18,1000.0,Loamy,6.0,50.0,55.0,45.0,Turmeric,35.48,Turmeric,Urea,120,60,120,Normal
25.51,60.97,400.0,Loamy,7.08,111.4,75.0,137.8,Sugarcane,5.12,Sugarcane,MOP,250,60,120,Normal
27.19,69.29,60.71,Loamy,6.21,6.9,62.3,18.7,Lentil,26.92,Lentil,DAP,20,60,40,Normal
34.89,48.76,91.63,Loamy,6.41,7.0,17.0,26.0,Mango,4.7,Mango,MOP,50,50,80,Normal
18.37,19.56,79.26,Sandy,7.15,36.0,67.0,77.0,Chickpea,4.29,Chickpea,DAP,20,60,40,High_Overuse
29.48,91.58,111.17,Sandy,7.13,20.0,7.0,9.0,Orange,41.03,Orange,MOP,60,40,60,Normal
29.66,83.44,43.34,Loamy,6.5,30.1,42.9,27.5,Mungbean,12.25,Mungbean,DAP,25,50,30,Normal
22.47,78.4,400.0,Loamy,7.58,103.7,52.1,62.5,Cotton,17.48,Cotton,DAP,120,60,60,Normal
30.0,60.0,800.0,Loamy,7.0,125.0,60.0,85.0,Sugarcane,26.55,Sugarcane,Urea,250,60,120,Normal
24.71,90.15,108.41,Sandy,6.68,51.0,57.0,55.0,Papaya,41.44,Papaya,20-20,120,60,120,Normal
26.87,58.23,400.0,Loamy,6.96,124.1,59.7,132.9,Sugarcane,38.89,Sugarcane,DAP,250,60,120,Normal
10.61,84.12,76.94,Sandy,5.84,24.5,136.9,209.6,Grapes,29.09,Grapes,MOP,60,60,80,High_Overuse
13.78,55.79,400.0,Loamy,6.17,72.2,44.2,59.2,Wheat,49.53,Wheat,19:19:19 NPK,120,60,40,Slight_Overuse
30.0,60.0,1000.0,Loamy,8.0,135.0,75.0,65.0,Sugarcane,3.06,Sugarcane,MOP,250,60,120,Normal
29.98,73.58,172.98,Loamy,6.76,124.0,95.0,115.0,Sugarcane,13.62,Sugarcane,20-20,250,60,120,Slight_Overuse
13.62,77.18,400.0,Loamy,7.62,108.5,58.9,59.9,Cotton,8.94,Cotton,DAP,120,60,60,Normal
16.39,60.87,400.0,Loamy,7.44,105.0,76.4,53.4,Wheat,47.66,Wheat,19:19:19 NPK,120,60,40,High_Overuse
35.0,76.04,1000.0,Loamy,6.5,105.0,70.0,65.0,Cotton,35.5,Cotton,DAP,120,60,60,Normal
22.13,62.66,400.0,Loamy,6.58,94.9,45.5,40.0,Wheat,38.69,Wheat,19:19:19 NPK,120,60,40,Normal
25.63,79.95,182.26,Loamy,7.05,88.0,50.0,40.0,Jute,13.09,Jute,Urea,60,30,30,High_Overuse
38.32,36.37,256.36,Loamy,8.3,59.0,88.0,79.0,Maize,37.24,Maize,17-17-17,120,60,40,High_Overuse
25.0,60.0,1500.0,Loamy,7.5,140.0,80.0,125.0,Sugarcane,39.34,Sugarcane,DAP,250,60,120,Slight_Overuse
35.0,90.83,289.76,Clay,6.21,35.0,78.4,72.3,Rice,46.83,Rice,Urea,80,40,40,High_Overuse
23.22,84.15,247.85,Clay,6.45,59.7,45.3,33.4,Rice,23.23,Rice,Urea,80,40,40,Normal
20.0,76.04,500.0,Loamy,8.5,110.0,70.0,70.0,Cotton,33.96,Cotton,Magnesium Sulphate,120,60,60,Normal
25.5,76.0,193.71,Loamy,6.66,77.0,55.0,43.0,Jute,22.64,Jute,Urea,60,30,30,High_Overuse
25.0,60.0,1100.0,Loamy,7.0,125.0,60.0,140.0,Sugarcane,47.5,Sugarcane,DAP,250,60,120,Normal
25.89,63.12,400.0,Loamy,6.42,11.1,26.1,27.6,Jowar,3.17,Jowar,10:26:26 NPK,80,40,40,Normal
30.0,58.93,600.0,Loamy,7.5,70.0,55.0,50.0,Wheat,38.48,Wheat,19:19:19 NPK,120,60,40,Normal
30.61,46.09,62.2,Sandy,7.45,40.7,58.6,17.4,Mothbeans,51.47,Mothbeans,DAP,20,40,20,High_Overuse
21.75,62.24,400.0,Loamy,5.63,56.4,51.0,42.1,Turmeric,38.67,Turmeric,Urea,120,60,120,Normal
17.66,83.61,60.25,Sandy,6.47,5.5,137.0,207.5,Grapes,43.64,Grapes,MOP,60,60,80,High_Overuse
23.83,24.75,84.64,Clay,5.62,14.0,67.0,22.0,Kidneybeans,20.92,Kidneybeans,DAP,25,60,30,Normal
30.0,62.18,500.0,Loamy,7.0,60.0,30.0,25.0,Jowar,29.29,Jowar,Urea,80,40,40,Normal
24.48,90.42,65.03,Sandy,6.88,116.8,30.0,47.5,Watermelon,4.08,Watermelon,14-35-14,80,40,80,Slight_Overuse
35.0,76.04,1000.0,Loamy,7.5,145.0,50.0,75.0,Cotton,25.09,Cotton,13:32:26 NPK,120,60,60,Normal
35.0,62.18,600.0,Loamy,6.5,45.0,20.0,25.0,Jowar,49.41,Jowar,Urea,80,40,40,Normal
31.14,78.43,400.0,Loamy,6.55,38.5,30.2,29.6,Rice,17.89,Rice,Urea,80,40,40,Normal
24.95,74.6,400.0,Loamy,7.27,119.7,78.8,65.5,Cotton,4.34,Cotton,Magnesium Sulphate,120,60,60,Slight_Overuse
